t,s
0.569,2.599805345816564
0.57,2.583131928190064
0.571,2.5664551916449696
0.572,2.549789435112894
0.573,2.5331488923579393
0.574,2.516547722400901
0.575,2.5000000000000004
0.576,2.4835197061941976
0.577,2.4671207189151767
0.578,2.4508168036740114
0.579,2.4346216043284787
0.58,2.4185486339369433
0.581,2.402611265704659
0.582,2.3868227240283204
0.583,2.3711960756445443
0.584,2.3557442208880195
0.585,2.340479885064867
0.586,2.3254156099467664
0.587,2.310563745391277
0.588,2.295936441093745
0.589,2.2815456384760373
0.59,2.2674030627173294
0.591,2.2535202149320397
0.592,2.239908364499893
0.593,2.2265785415530654
0.594,2.213541529625173
0.595,2.200807858466841
0.596,2.18838779703243
0.597,2.1762913466424267
0.598,2.1645282343258416
0.599,2.1531079063469085
0.6,2.142039521920206
0.601,2.1313319471182157
0.602,2.120993748975234
0.603,2.111033189791394
0.604,2.101458221640439
0.605,2.0922764810847676
0.606,2.08349528410113
0.607,2.075121621220206
0.608,2.067162152883198
0.609,2.0596232050183767
0.61,2.052510764840437
0.611,2.0458304768753313
0.612,2.039587639213124
0.613,2.0337871999912713
0.614,2.0284337541105653
0.615,2.023531540185847
0.616,2.019084437733431
0.617,2.0150959645970534
0.618,2.0115692746139673
0.619,2.0085071555227
0.62,2.005912027113794
0.621,2.0037859396247173
0.622,2.0021305723799756
0.623,2.0009472326772824
0.624,2.0002368549205163
0.625,2.0
0.626,2.0002368549205163
0.627,2.0009472326772824
0.628,2.002130572379975
0.629,2.0037859396247173
0.63,2.005912027113794
0.631,2.0085071555227
0.632,2.0115692746139673
0.633,2.0150959645970534
0.634,2.019084437733431
0.635,2.0235315401858465
0.636,2.0284337541105653
0.637,2.033787199991271
0.638,2.039587639213124
0.639,2.045830476875331
0.64,2.0525107648404375
0.641,2.0596232050183763
0.642,2.067162152883197
0.643,2.075121621220206
0.644,2.083495284101129
0.645,2.0922764810847676
0.646,2.101458221640438
0.647,2.111033189791394
0.648,2.1209937489752337
0.649,2.131331947118216
0.65,2.1420395219202057
0.651,2.153107906346908
0.652,2.164528234325841
0.653,2.176291346642427
0.654,2.18838779703243
0.655,2.200807858466839
0.656,2.2135415296251715
0.657,2.226578541553065
0.658,2.2399083644998936
0.659,2.253520214932039
0.66,2.267403062717329
0.661,2.281545638476037
0.662,2.295936441093744
0.663,2.310563745391275
0.664,2.3254156099467664
0.665,2.3404798850648674
0.666,2.3557442208880186
0.667,2.3711960756445425
0.668,2.3868227240283195
0.669,2.4026112657046585
0.67,2.4185486339369424
0.671,2.434621604328478
0.672,2.450816803674012
0.673,2.4671207189151763
0.674,2.483519706194196
0.675,2.4999999999999996
0.676,2.5165477224009014
0.677,2.5331488923579384
0.678,2.549789435112893
0.679,2.5664551916449687
0.68,2.5831319281900638
0.681,2.5998053458165624
0.682,2.616461090051465
0.683,2.633084760550701
0.684,2.6496619208074303
0.685,2.6661781078920965
0.686,2.6826188422179724
0.687,2.6989696373259315
0.688,2.715216009682202
0.689,2.7313434884827386
0.69,2.7473376254580026
0.691,2.763184004671767
0.692,2.778868252307732
0.693,2.794376046437592
0.694,2.809693126764329
0.695,2.824805304334414
0.696,2.8396984712127544
0.697,2.8543586101140592
0.698,2.868771803984502
0.699,2.8829242455274935
0.7,2.89680224666742
0.701,2.910392247945255
0.702,2.9236808278400073
0.703,2.936654712009988
0.704,2.94930078244793
0.705,2.9616060865440685
0.706,2.973557846051328
0.707,2.9851434659468383
0.708,2.996350543184053
0.709,3.0071668753297978
0.71,3.017580469080711
0.711,3.0275795486535193
0.712,3.037152564043756
0.713,3.0462881991475514
0.714,3.0549753797412667
0.715,3.0632032813137626
0.716,3.0709613367462403
0.717,3.0782392438346866
0.718,3.0850269726500072
0.719,3.091314772731087
0.72,3.0970931801060892
0.721,3.1023530241374324
0.722,3.107085434185964
0.723,3.1112818460900096
0.724,3.114934008455045
0.725,3.118033988749895
0.726,3.1205741792054624
0.727,3.1225473025121175
0.728,3.123946417312017
0.729,3.124764923482732
0.73,3.1249965672087185
0.731,3.124635445837269
0.732,3.1236760125157526
0.733,3.1221130806070505
0.734,3.1199418278802775
0.735,3.117157800473976
0.736,3.11375691662915
0.737,3.1097354701896274
0.738,3.1050901338674
0.739,3.0998179622707243
0.74,3.0939163946929362
0.741,3.087383257660059
0.742,3.0802167672354615
0.743,3.072415531079949
0.744,3.0639785502658476
0.745,3.054905220843791
0.746,3.04519533516107
0.747,3.03484908293055
0.748,3.023867052049354
0.749,3.012250229166652
0.75,3.0000000000000004
0.751,2.9871181493999486
0.752,2.97360686116268
0.753,2.9594687175906804
0.754,2.9447066988015305
0.755,2.9293241817851654
0.756,2.913324939209981
0.757,2.896713137978463
0.758,2.8794933375330336
0.759,2.861670487913096
0.76,2.843249927564326
0.761,2.824237380901448
0.762,2.8046389556258875
0.763,2.7844611397998604
0.764,2.7637107986785994
0.765,2.742395171302529
0.766,2.720521866851464
0.767,2.69809886076294
0.768,2.6751344906169905
0.769,2.6516374517898216
0.77,2.627616792879009
0.771,2.60308191090294
0.772,2.5780425462773664
0.773,2.5525087775721667
0.774,2.526491016051392
0.775,2.500000000000001
0.776,2.4730467888406285
0.777,2.445642757044041
0.778,2.417799587836929
0.779,2.389529266710931
0.78,2.360844074736735
0.781,2.3317565816874835
0.782,2.302279638975604
0.783,2.272426372407365
0.784,2.242210174759673
0.785,2.2116446981836155
0.786,2.180743846439402
0.787,2.1495217669674886
0.788,2.117992842800784
0.789,2.0861716843228573
0.79,2.0540731208772804
0.791,2.021712192233216
0.792,1.9891041399125293
0.793,1.9562643983838268
0.794,1.9232085861287394
0.795,1.8899524965860808
0.796,1.856512088979391
0.797,1.8229034790336125
0.798,1.7891429295864958
0.799,1.755246841100723
0.8,1.7212317420824754
0.801,1.6871142794124605
0.802,1.652911208595292
0.803,1.6186393839333881
0.804,1.5843157486313542
0.805,1.549957324837037
0.806,1.5155812036254435
0.807,1.481204534931683
0.808,1.4468445174392288
0.809,1.4125183884297194
0.81,1.3782434136006279
0.811,1.3440368768571298
0.812,1.3099160700845058
0.813,1.2758982829073666
0.814,1.2420007924421557
0.815,1.2082408530492743
0.816,1.1746356860910843
0.817,1.1412024697023395
0.818,1.107958328579259
0.819,1.074920323793671
0.82,1.0421054426384861
0.821,1.009530588510924
0.822,0.977212570839656
0.823,0.9451680950622694
0.824,0.9134137526591508
0.825,0.881966011250106
0.826,0.8508412047598279
0.827,0.8200555236583222
0.828,0.7896250052823885
0.829,0.7595655242441954
0.83,0.729892782932914
0.831,0.7006223021152795
0.832,0.6717694116410124
0.833,0.6433492412588722
0.834,0.6153767115489686
0.835,0.5878665249771422
0.836,0.560833157076859
0.837,0.5342908477641899
0.838,0.5082535927912173
0.839,0.48273513534329604
0.84,0.45774895778529023
0.841,0.4333082735620488
0.842,0.4094260192580603
0.843,0.38611484682132513
0.844,0.3633871159562554
0.845,0.3412548866903373
0.846,0.3197299121192072
0.847,0.2988236313346777
0.848,0.278547162540113
0.849,0.2589112963574225
0.85,0.2399264893298998
0.851,0.2216028576249287
0.852,0.2039501709404825
0.853,0.18697784661922356
0.854,0.17069494397389073
0.855,0.15511015882750634
0.856,0.14023181827178144
0.857,0.12606787564705257
0.858,0.11262590574681042
0.859,0.0999131002498832
0.86,0.08793626338306093
0.861,0.07670180781692215
0.862,0.06621575079738706
0.863,0.056483710515442986
0.864,0.04751090271726355
0.865,0.03930213755689094
0.866,0.03186181669341481
0.867,0.025193930634453743
0.868,0.019302056327622275
0.869,0.014189355001471782
0.87,0.009858570257250676
0.871,0.006312026412682581
0.872,0.0035516270987971943
0.873,0.0015788541106824816
0.874,0.00039476651288383735
0.875,0.0
0.876,0.00039476651288383735
0.877,0.0015788541106824816
0.878,0.00355162709879675
0.879,0.006312026412681915
0.88,0.00985857025725112
0.881,0.014189355001472226
0.882,0.01930205632762183
0.883,0.02519393063445241
0.884,0.03186181669341437
0.885,0.03930213755689027
0.886,0.04751090271726288
0.887,0.05648371051544365
0.888,0.06621575079738773
0.889,0.07670180781691993
0.89,0.08793626338305849
0.891,0.09991310024988231
0.892,0.1126259057468113
0.893,0.12606787564705146
0.894,0.14023181827178033
0.895,0.155110158827505
0.896,0.17069494397388985
0.897,0.18697784661922
0.898,0.20395017094048384
0.899,0.22160285762493004
0.9,0.23992648932989846
0.901,0.2589112963574185
0.902,0.2785471625401117
0.903,0.2988236313346764
0.904,0.3197299121192059
0.905,0.34125488669033555
0.906,0.36338711595625695
0.907,0.3861148468213236
0.908,0.40942601925805544
0.909,0.43330827356204704
0.91,0.457748957785292
0.911,0.48273513534329426
0.912,0.5082535927912155
0.913,0.5342908477641881
0.914,0.5608331570768572
0.915,0.5878665249771364
0.916,0.6153767115489668
0.917,0.6433492412588742
0.918,0.6717694116410144
0.919,0.7006223021152733
0.92,0.729892782932912
0.921,0.7595655242441937
0.922,0.7896250052823865
0.923,0.8200555236583202
0.924,0.8508412047598304
0.925,0.881966011250104
0.926,0.9134137526591442
0.927,0.9451680950622625
0.928,0.9772125708396584
0.929,1.0095305885109218
0.93,1.0421054426384841
0.931,1.0749203237936689
0.932,1.1079583285792567
0.933,1.1412024697023324
0.934,1.174635686091082
0.935,1.2082408530492768
0.936,1.242000792442158
0.937,1.2758982829073595
0.938,1.3099160700844987
0.939,1.3440368768571276
0.94,1.3782434136006254
0.941,1.4125183884297172
0.942,1.4468445174392315
0.943,1.4812045349316807
0.944,1.5155812036254364
0.945,1.5499573248370297
0.946,1.5843157486313566
0.947,1.6186393839333908
0.948,1.6529112085952897
0.949,1.6871142794124534
0.95,1.7212317420824732
0.951,1.7552468411007156
0.952,1.7891429295864936
0.953,1.8229034790336152
0.954,1.8565120889793936
0.955,1.889952496586074
0.956,1.9232085861287325
0.957,1.9562643983838246
0.958,1.9891041399125318
0.959,2.0217121922332137
0.96,2.0540731208772782
0.961,2.086171684322855
0.962,2.1179928428007773
0.963,2.1495217669674824
0.964,2.180743846439404
0.965,2.2116446981836178
0.966,2.2422101747596708
0.967,2.2724263724073586
0.968,2.3022796389756017
0.969,2.3317565816874817
0.97,2.3608440747367334
0.971,2.3895292667109334
0.972,2.417799587836931
0.973,2.4456427570440353
0.974,2.4730467888406227
0.975,2.499999999999999
0.976,2.5264910160513936
0.977,2.5525087775721653
0.978,2.5780425462773646
0.979,2.6030819109029384
0.98,2.627616792879007
0.981,2.6516374517898167
0.982,2.6751344906169923
0.983,2.6980988607629417
0.984,2.7205218668514624
0.985,2.7423951713025247
0.986,2.7637107986785976
0.987,2.784461139799859
0.988,2.8046389556258857
0.989,2.8242373809014465
0.99,2.8432499275643273
0.991,2.8616704879130945
0.992,2.87949333753303
0.993,2.8967131379784616
0.994,2.913324939209982
0.995,2.929324181785164
0.996,2.9447066988015296
0.997,2.9594687175906795
0.998,2.973606861162679
0.999,2.987118149399946
